observable,target_geometry,route_formula,route_paper,status
LCDM_n_s_S336,dpm,"n_s = 1 - (1-Phi_res)*F_TRZ*K_MEX || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1156;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
LCDM_sigma8_KiDS_Planck_lift,bsfg,lift = 1 - SSQ*F_TRZ*Phi_res = 1 - SSQ/12 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
LCDM_sigma8_KiDS_Planck_lift,d26,lift = 1 - SSQ*F_TRZ*Phi_res = 1 - SSQ/12 || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1156;PAPER_1927,XGEO_ROUTED_IDENTITY
LCDM_sigma_8_S365,bsfg,sigma_8 = (1 + Phi_res - F_TRZ*K_MEX)/2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1156;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
LCDM_z_reion,dpm,"z_reion = D_BSFG + D_PHYS*Phi_res/2 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1156;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
Pop_III_IMF_max,bsfg,M_max = A_5 * 2 = 120 M_Sun || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1652;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_PMNS_theta_12_deg,bsfg,theta_12 = 3*SO_5 + D_PHYS - Phi_res + SSQ - F_TRZ - F_TRZ*K_MEX deg || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_PMNS_theta_12_deg,dpm,"theta_12 = 3*SO_5 + D_PHYS - Phi_res + SSQ - F_TRZ - F_TRZ*K_MEX deg || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1209HH;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_alpha_s_M_Z_S378,bsfg,alpha_s(M_Z) = F_TRZ*K_MEX*SSQ - F_TRZ^3*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_cabibbo_sin_S379,bsfg,sin(theta_C) = F_TRZ*K_MEX + F_TRZ^3*D_PHYS^2 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_cabibbo_sin_alternate,bsfg,"sin(theta_C) = (D_phys * K_MEX * S_26) / (D_BSFG * N_CH) [alternate, 5-primitive Ramanujan-amplification form] || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global",PAPER_1167;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_cabibbo_sin_primary,bsfg,"sin(theta_C) = (N_CH * K_MEX * beta_i) / (A_5 * Phi_res) [primary, 5-primitive triadic ratio form] || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global",PAPER_1167;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_cabibbo_theta_deg_S326,bsfg,theta_C = arcsin((1 - Phi_res) * sqrt(F_TRZ * K_MEX * N_CH)) deg || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1167;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_delta_CP,bsfg,delta_CP = 1 + F_TRZ*K_MEX - F_TRZ*SSQ rad || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_eta_gamma_gamma_BR,bsfg,BR(eta->gg) = SO_5*K_MEX + SO_5 + N_CH - F_TRZ - F_TRZ*K_MEX - F_TRZ*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_generation_count,bsfg,n_gen = floor(log(1/2)/log(Phi_res_5_6)) = 3 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1167;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_generation_count,d26,n_gen = floor(log(1/2)/log(Phi_res_5_6)) = 3 || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1167;PAPER_1927,XGEO_ROUTED_IDENTITY
SM_higgs_lambda_S377,bsfg,lambda_H = F_TRZ*K_MEX*SSQ + F_TRZ^3*K_MEX*N_CH*SSQ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_higgs_lambda_S441,bsfg,lambda_H = F_TRZ + F_TRZ^2*K_MEX + F_TRZ^2 - F_TRZ^3 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_jarlskog_J,bsfg,J_CP = F_TRZ^5 * D_BSFG * SSQ * (1 - F_TRZ * K_MEX * SSQ) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_mH_over_mt,bsfg,m_H/m_t = beta_i + F_TRZ*K_MEX*SSQ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_mt_over_mW,bsfg,m_t/m_W = K_MEX + F_TRZ*SSQ + F_TRZ^2*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_proton_g_factor,dpm,"g_p = D_BSFG - Phi_res + F_TRZ*D_PHYS || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1209HH;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_theta_23_atm,bsfg,sin^2(theta_23) = SSQ * (1 - F_TRZ^2 * D_PHYS) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_theta_23_atm,d26,sin^2(theta_23) = SSQ * (1 - F_TRZ^2 * D_PHYS) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1927,XGEO_ROUTED_IDENTITY
SM_top_yukawa_S376,bsfg,y_t = 1 - F_TRZ^2 (at m_t scale) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_top_yukawa_S376,d26,y_t = 1 - F_TRZ^2 (at m_t scale) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1927,XGEO_ROUTED_IDENTITY
SM_top_yukawa_S440,bsfg,y_t = Phi_res + F_TRZ + F_TRZ^2 - F_TRZ^3*K_MEX || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
SM_wimp_exponent,bsfg,WIMP exponent = SO_5*D_PHYS + D_PHYS + K_MEX - F_TRZ*Phi_res || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1209HH;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
alpha_inverse,bsfg,1/alpha = A_5 * K_MEX + 1/(F_TRZ * Phi_res_5_6) = 125 + 12 = 137 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1167;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
alpha_inverse,dpm,"1/alpha = A_5 * K_MEX + 1/(F_TRZ * Phi_res_5_6) = 125 + 12 = 137 || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1167;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
alpha_s_M_Z,bsfg,alpha_s(M_Z) = 1/(K_MEX*D_phys + F_TRZ) = 1/8.4333 || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1167;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_BH_entropy_coeff,bsfg,S/A = F_TRZ*K_MEX + F_TRZ^2*D_PHYS || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_594;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_BH_entropy_coeff,dpm,"S/A = F_TRZ*K_MEX + F_TRZ^2*D_PHYS || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_594;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_Chandrasekhar_mass,bsfg,M_Ch = F_TRZ*D_PHYS^2*(1-F_TRZ) M_sun || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1149;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_Chandrasekhar_mass,dpm,"M_Ch = F_TRZ*D_PHYS^2*(1-F_TRZ) M_sun || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1149;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_Chandrasekhar_mass,d26,M_Ch = F_TRZ*D_PHYS^2*(1-F_TRZ) M_sun || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1149;PAPER_1927,XGEO_ROUTED_IDENTITY
astro_ISCO_r_M,dpm,"r_ISCO/M = D_BSFG = 6 EXACT || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1149;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_NS_compactness,bsfg,GM/(Rc^2) = K_MEX*F_TRZ + F_TRZ^3*D_PHYS*SSQ || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1149;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_NS_compactness,dpm,"GM/(Rc^2) = K_MEX*F_TRZ + F_TRZ^3*D_PHYS*SSQ || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1149;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_Salpeter_IMF_alpha,bsfg,alpha = K_MEX + Phi_res - F_TRZ*D_BSFG + F_TRZ^2*(D_PHYS-Phi_res) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1149;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_Solar_Schwarzschild_ratio,dpm,"R_s/R_sun = F_TRZ^6*D_PHYS*(1+F_TRZ*SSQ) || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1149;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_Solar_Schwarzschild_ratio,d26,R_s/R_sun = F_TRZ^6*D_PHYS*(1+F_TRZ*SSQ) || d26-native re-expression: generator D_crit=26: D_phys=D_crit-22 with 22=T22 compactified moduli [PAPER_1927]; real vacuum-kernel primitives global,PAPER_1149;PAPER_1927,XGEO_ROUTED_IDENTITY
astro_TOV_max_mass,bsfg,M_TOV = K_MEX + F_TRZ*SSQ + F_TRZ^2*SSQ*(D_PHYS-Phi_res) || bsfg-native re-expression: generator D_BSFG: D_phys=2*D_BSFG/3 [PAPER_1962]; SO_5=2*(D_BSFG-1) [R320 triple-form]; D_crit=D_BSFG+2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives global,PAPER_1149;PAPER_1962;R320;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
astro_TOV_max_mass,dpm,"M_TOV = K_MEX + F_TRZ*SSQ + F_TRZ^2*SSQ*(D_PHYS-Phi_res) || dpm-native re-expression: generators SO_5=rho_UA/rho_SCm + D_crit=26 caduceus pinch count [PAPER_646], D_phys via magic 8=2*D_phys [PAPER_1203]; D_BSFG=D_crit-2*SO_5 [PAPER_1521]; A_5=360/D_BSFG [PAPER_2116]; N_CH=SO_5-1 [PAPER_2128]; K_MEX per PAPER_1522; kappa per PAPER_2112; real vacuum-kernel primitives native to SCm manifold",PAPER_1149;PAPER_646;PAPER_1203;PAPER_1521;PAPER_2116;PAPER_2128;PAPER_1522;PAPER_2112,XGEO_ROUTED_IDENTITY
